observation_year,adaptive_capacity_index,foreign_direct_investment_net_inflows_pct_gdp,forest_area_pct_land_area,renewable_energy_consumption_pct_final_energy_use,natural_capital_dependency_index,urban_population_pct_total_population,readiness_index,ecological_footprint_index,co2_emissions_metric_tonnes_per_capita,greenhouse_gas_emissions_metric_tonnes_per_capita,average_temperature_celsius,annual_precipitation_mm,land_area_sq_km,log_real_gdp_constant_2015_usd,log_total_population,log_total_greenhouse_gas_emissions_kt_co2e,log_official_development_assistance_usd,country_name_encoded,country_name
-0.3333333333333333,0.7880481304480366,-0.14576961012638917,-0.16044896130183853,0.7263797946345258,-0.07723318162092038,-0.8217523002466426,-0.8371834301882841,-0.8051188691807094,-0.7648944938378746,-0.7279162723792358,-0.7898513938942379,-0.09145791547960899,-0.36575522346947326,-0.849290479977445,-0.3737618513624735,-0.7109003432767332,0.15296463616882705,0,Albania
-0.2,0.7056949177288369,-0.12285326775318545,-0.15847793104644095,0.481767785073859,-0.07723318162092038,-0.7669222552038909,-0.9279604193637427,-0.7559064308226019,-0.7645707726850481,-0.729729026686305,-0.7382569323139752,-0.13391143474164116,-0.36575522346947326,-0.8234040355485319,-0.376818949337343,-0.7161120694964751,0.16683967584073955,0,Albania
-0.06666666666666667,0.7060503648930596,0.019495639761698578,-0.15650690079104304,0.5002852993558189,-0.07723318162092038,-0.7119404664940464,-0.8260074986683404,-0.7011261727952617,-0.7528872589917526,-0.7246998644557894,-0.6578655619447286,-0.12543185894146583,-0.36575522346947326,-0.7971741887946757,-0.3804808055655577,-0.7134990086284445,0.14291742017226047,0,Albania
0.06666666666666667,0.7066038253516693,0.2267486974248346,-0.15453587053564516,0.6810271068230033,-0.07723318162092038,-0.6568575153394738,-0.7278950018082667,-0.7168800999408425,-0.7539291310080142,-0.732912133892754,-0.6434671075502365,-0.17510748410154736,-0.36575522346947326,-0.7645302647828506,-0.3841989871863717,-0.7272477927606772,0.22884704606975168,0,Albania
0.2,0.7171506217482545,0.31309154333457806,-0.15256484028024758,0.7428296973986839,-0.07723318162092038,-0.6019768890743578,-0.5747598078627,-0.7013498080125269,-0.743405293954765,-0.7277546004857491,-0.6662646603415155,0.17604933210623352,-0.36575522346947326,-0.7496382236347845,-0.38746435949729957,-0.7240392425260042,0.21730395386122753,0,Albania
0.3333333333333333,0.6476103439258234,0.1951982913936458,-0.1505938100248494,0.7380166668077683,-0.1944165442978023,-0.5469951003645136,-0.5624196277687549,-0.7253363023300219,-0.7266863743324213,-0.713654126635739,-0.6746637587383023,0.18825680540386114,-0.36575522346947326,-0.7332086946345331,-0.38986997971901155,-0.7093479881845266,0.2291912944513066,0,Albania
0.4666666666666667,0.5876182507245314,0.1370319741909605,-0.14839665922723097,0.6833602698463273,-0.1944165442978023,-0.49216505532176164,-0.5659768176447034,-0.6323958376898907,-0.698548990240178,-0.6907530161199595,-0.6998610539286633,-0.4327552774105456,-0.36575522346947326,-0.7218631537692686,-0.3911735106642997,-0.6842003355542061,0.250642487260809,0,Albania
0.6,0.5163221050544395,0.09735870665881824,-0.14619950842961257,0.8770998105058687,-0.1944165442978023,-0.437385591501374,-0.49642178140906335,-0.6990467070528038,-0.7255023512913242,-0.7071137631650536,-0.6398674939516136,-0.16598248127196258,-0.36575522346947326,-0.7155109791288454,-0.39197375461093376,-0.7036993315734241,0.20524055287877122,0,Albania
0.7333333333333333,0.49607918459145567,0.23453381724673128,-0.14400235763199398,0.9359149466444099,-0.1944165442978023,-0.38392123946245443,-0.3958785277776634,-0.713361590219471,-0.7124468294590709,-0.6976101969236601,-0.6398674939516136,-0.1287925307152885,-0.36575522346947326,-0.7110106305448696,-0.39286151045727774,-0.6935992017517223,0.08164603410049155,0,Albania
0.8666666666666667,0.4652081523699355,0.16938103543203784,-0.14180520683437528,0.8131158264662172,-0.1944165442978023,-0.33151909309318234,-0.21705031614734574,-0.7482552077803173,-0.6860935317984587,-0.6752402340646387,-0.6350680091534497,0.19600192975677685,-0.36575522346947326,-0.7030714411580236,-0.39386476243736795,-0.6697310933402456,0.09957662805736991,0,Albania
1.0,0.45863141835431354,0.16923588062721537,-0.139608056036757,0.8097110509641992,-0.31159990697468426,-0.28038147728301455,-0.16382249895292628,-0.7468885945271713,-0.6941937475704302,-0.6774913639318981,-0.6434671075502365,-0.14054375387143678,-0.36575522346947326,-0.693166145295048,-0.3952758081533032,-0.6735463687476808,0.18392855471096708,0,Albania
1.1333333333333333,0.4501705540198977,0.1758805576693029,-0.13961963217373097,0.855314999702948,-0.31159990697468426,-0.23045781080958633,-0.20930009507032554,-0.7753349298391845,-0.7021311686752941,-0.6825306567200328,-0.6350680091534497,-0.03292436074349149,-0.36575522346947326,-0.6784458080147318,-0.3960505131235098,-0.6798127709793945,-0.08419655453094288,0,Albania
1.2666666666666666,0.3984078177122648,0.1207988402146435,-0.14004794924175987,0.7430478548344182,-0.31159990697468426,-0.1817986748952621,-0.19705377328087204,-0.7660171420954618,-0.6615022808631613,-0.6569749157167502,-0.6566656907451875,-0.18768218312280466,-0.36575522346947326,-0.6616017315111079,-0.39649616742290567,-0.652934236653669,-0.08890045427657124,0,Albania
1.4,0.38368991647028117,0.12607028013520083,-0.14005180795408437,0.7926777669975089,-0.31159990697468426,-0.13445465076240629,-0.19087888148528848,-0.8036033021276364,-0.6630842781342271,-0.6651456596435529,-0.577474191575482,-0.2566315947473264,-0.36575522346947326,-0.6438144598676737,-0.3976917143740598,-0.6626595756130147,0.19789800102518249,0,Albania
1.5333333333333334,0.38368991647028117,0.11750721637500129,-0.14005180795408437,0.7672290178130268,-0.31159990697468426,-0.08842573841101883,-0.2498531305507233,-0.7901872268274294,-0.653090856600647,-0.6581210411271639,-0.58707316117181,0.02190355259963639,-0.36575522346947326,-0.6343744132911242,-0.39975594487900856,-0.6572989177381121,-0.35000455549020715,0,Albania
1.6666666666666667,0.36913014788453286,0.08193573010282194,-0.14005180795408437,0.738557109484128,-0.33601310753236807,-0.043762519063463456,-0.22374702548066852,-0.778550348728735,-0.6427391427599102,-0.6495940794930117,-0.6158700699607939,-0.18215154116389767,-0.36575522346947326,-0.6525907851038295,-0.4025382806109125,-0.6512130776068037,-0.36267122634880156,0,Albania
-1.6666666666666667,1.09197783540356,-0.33484869142187457,-1.3288881873048923,-1.0018853573174924,-0.4061295239067683,-0.3530666938203155,-1.1279475333911047,-0.9935840381594903,-0.559160779457605,-0.6569005728243054,0.6559934015526598,-1.221667412289314,0.7027753099947671,0.19524494727342062,0.7196194285096422,0.4336317519034835,0.12268809243397265,1,Algeria
-1.5333333333333334,1.0625620937008071,-0.30148599213533106,-1.3290444449511012,-1.0034480467278233,-0.3871592020117281,-0.31376508404336145,-1.1198991044728681,-1.0040645100233645,-0.576500102758774,-0.6590750412768275,0.6259966215641349,-1.2007689301991182,0.7027753099947671,0.21338200229330184,0.7281146081191351,0.4396384823882977,0.14018281615178244,1,Algeria
-1.4,1.02661328197128,-0.3035458974768164,-1.32920070259731,-0.999530125514691,-0.3681888801166879,-0.27481754282295673,-1.1323746145640037,-1.0777926341983626,-0.5750035449200921,-0.6487492203758449,0.6679921135480695,-1.210105366021096,0.7027753099947671,0.21832001918834648,0.73594136130832,0.4579094345518755,0.045777200055065914,1,Algeria
-1.2666666666666666,0.9814242547858995,-0.26183204118936787,-1.3293569602435191,-0.9961195153789113,-0.34921855822164766,-0.2359205828249157,-1.142616563130912,-1.0226359348486314,-0.5715144057122832,-0.6332464932861047,0.6475943031558729,-1.2345759528775073,0.7027753099947671,0.2407723792887268,0.7432138667114716,0.4805426754406217,0.3095863689050061,1,Algeria
-1.1333333333333333,0.9225164808199928,-0.30007559733895955,-1.329513217889728,-0.9977343246426152,-0.3302482363266075,-0.19520269882176514,-1.119593255218691,-0.9862237346315929,-0.5605681136705912,-0.6151988526864918,0.6655923711489875,-1.205053230308131,0.7027753099947671,0.2549901019044336,0.7500764876459354,0.5047068562653574,-0.14277868547954878,1,Algeria
-1.0,0.8590694773271017,-0.30519603451894134,-1.3296694755359366,-1.0016520656018109,-0.31127791443156727,-0.15468713970807146,-1.0953102721166417,-1.0016128343587554,-0.5606266766881207,-0.5948001971624879,0.6583931439517418,-1.2462270235635748,0.7027753099947671,0.27182449264507746,0.7566587392372848,0.5301256101848955,-0.03430248818644167,1,Algeria
-0.8666666666666667,0.9064124338313888,-0.21691154844885147,-1.3290675284670184,-1.001637838618851,-0.322787721779332,-0.1145762303732905,-1.051380117924803,-0.9682090751390403,-0.5873499094803979,-0.6082550874722881,0.6871900527407254,-1.236834947480441,0.7027753099947671,0.28516660168445646,0.7630055573051715,0.5238508990807486,-0.03617797672260368,1,Algeria
-0.7333333333333333,0.95956973045634,-0.22601970523326842,-1.3284655813981001,-0.9975075463415216,-0.3342975291270967,-0.07466764592796679,-1.0046855297125405,-0.9296957239237373,-0.561919554566324,-0.585838614045428,0.6751913407453157,-1.2327954645205152,0.7027753099947671,0.30976121493967573,0.7691839553157815,0.5504344077567491,-0.058026764377479716,1,Algeria
-0.6,0.962765191766336,-0.2803309180483567,-1.3278636343291819,-0.9996746464007373,-0.34580733647486145,-0.03506254881682771,-0.9698846530166494,-0.8687897331144746,-0.5490587463986529,-0.569815308839131,0.6883899239402665,-1.1968073436048108,0.7027753099947671,0.34114355247004235,0.775366451837624,0.5706246811849552,0.03155700243146754,1,Algeria
-0.4666666666666667,0.937922766705929,-0.2747090048969692,-1.3272616872602636,-1.000969215643083,-0.34580733647486145,0.004239060960126389,-0.9144119858015711,-0.8607441902054063,-0.5493878466853445,-0.5618877840444647,0.6583931439517418,-1.203339510264526,0.7027753099947671,0.3601469774578809,0.7817519358648576,0.583697944316975,0.15589932917085483,1,Algeria
-0.3333333333333333,0.9692713002035404,-0.2698743875701155,-1.3266597401913451,-0.9941928811889117,-0.34580733647486145,0.04313602095816705,-0.8960265654354213,-0.8346601387104137,-0.534184907005237,-0.5486164706791865,0.6559934015526598,-1.23256177542366,0.7027753099947671,0.3860220884747449,0.7884868292747749,0.6015150634183063,0.2025432826263155,1,Algeria
-0.2,0.8649204389343531,-0.2436007940883299,-1.3260577931224269,-1.0025388219884115,-0.34580733647486145,0.08172949362202309,-1.1294481120178699,-0.8311414554778562,-0.516480917842472,-0.5360948627334748,0.6763912119448565,-1.207712834791388,0.7027753099947671,0.39363097235821737,0.7956153292280919,0.6188382790270898,0.03393120538652204,1,Algeria
-0.06666666666666667,0.8021562917393781,-0.26236449388026256,-1.3254558460535086,-1.00241078762115,-0.34580733647486145,0.11991831650696534,-1.1358357555448158,-0.8281724920324085,-0.4896117804083232,-0.5185157279075414,0.6583931439517418,-1.215257654204142,0.7027753099947671,0.40872259970514113,0.8031325836486698,0.6403587211946983,0.2735096721509726,1,Algeria
0.06666666666666667,0.7768270479098692,-0.24534661613954722,-1.3248538989845902,-1.0076649366511428,-0.34580733647486145,0.1578036520577226,-1.1186815594909651,-0.7871586584645286,-0.4805829093729451,-0.5160089942366973,0.6427948183577089,-1.222157046587487,0.7027753099947671,0.41942765066014154,0.8110606905537723,0.6500674679205136,0.1680584541099502,1,Algeria
0.2,0.6933743754809482,-0.21872653351286545,-1.324251951915672,-1.0071053782609465,-0.34580733647486145,0.19467736316119683,-1.1646555975292543,-0.7068828027224281,-0.44642375467594364,-0.49063198795051954,0.6919895375388897,-1.2114963725499963,0.7027753099947671,0.4265924861474967,0.8194052132042877,0.6778857153461478,0.13314970341502208,1,Algeria
0.3333333333333333,0.6587545440166325,-0.2520794207111369,-1.3236500048467537,-1.009680291175907,-0.3573171438226262,0.2307923559292093,-1.2452093465438276,-0.7334917213154739,-0.454524871634413,-0.49767839486072574,0.7195865751283322,-1.2086030789698838,0.7027753099947671,0.4425563362938594,0.8281514165509445,0.6810132986294682,-0.032105282865387455,1,Algeria
0.4666666666666667,0.6076217856444023,-0.26028285077902175,-1.3235150550613917,-1.013511836596293,-0.3573171438226262,0.2659968866946661,-1.2857750720781411,-0.6644907722192352,-0.44107478585304627,-0.4886080956379915,0.6811906967430208,-1.2048084131590444,0.7027753099947671,0.4554600041543235,0.8372770434433718,0.6968195961947186,-0.04559860234136334,1,Algeria
0.6,0.5973192558273542,-0.29321984119608513,-1.3233801052760295,-1.0133648345671862,-0.3573171438226262,0.30034153667993235,-1.2806056309838105,-0.6288167946637249,-0.41250077698484644,-0.46715153630433837,0.6799908255434796,-1.2185960698735023,0.7027753099947671,0.4705516315012665,0.8467329178204147,0.7220073847519417,-0.12605599623000902,1,Algeria
0.7333333333333333,0.5495316468263834,-0.2880628319761903,-1.3232451554906672,-1.0155603857658624,-0.3573171438226262,0.33377572466264294,-1.196382612620044,-0.603418094162317,-0.409286995493839,-0.46602031922801973,0.6451945607567909,-1.2130765559668268,0.7027753099947671,0.48301643189084803,0.8564370767862431,0.7322820415487904,-0.028414555064170777,1,Algeria
0.8666666666666667,0.4938878962083492,-0.2940959387529586,-1.323110205705305,-1.0186616617195994,-0.3573171438226262,0.3664006130875281,-1.19911442402543,-0.581222825411815,-0.381580011819497,-0.4459971782573062,0.6991887647361356,-1.2277210727030874,0.7027753099947671,0.4998508226315592,0.8662908829019164,0.7562913605124976,-0.10247874104770335,1,Algeria
1.0,0.49721966184181915,-0.3536427842481889,-1.3229752705024742,-1.0191216368819949,-0.3688269511703909,0.39811503950985755,-1.1505995679863232,-0.5469151277512213,-0.3628836247354941,-0.43408247586957316,0.6823905679425616,-1.2268197004723602,0.7027757638504266,0.5162501529450999,0.8762017932612947,0.7743136139248854,-0.2666730794709845,1,Algeria
1.1333333333333333,0.5028094626896451,-0.2754704807592085,-1.3229752705024742,-1.0181163303123628,-0.3688269511703909,0.42902016637436086,-1.0768899228097226,-0.6194907086760066,-0.3869780647424815,-0.45499405798359116,0.7099876055320045,-1.2348986663922121,0.7027757638504266,0.5304678687736649,0.8861416812730132,0.7691925195167177,-0.13100114176450703,1,Algeria
1.2666666666666666,0.5104951635849075,-0.29289696053057773,-1.3232061055647277,-1.0151098947876969,-0.3688269511703909,0.45901483123630926,-0.900420398631711,-0.6581426046528204,-0.3920443927686152,-0.4619635456919768,0.6919895375388897,-1.230013451462715,0.7027757638504266,0.5362979319973357,0.8960503492507473,0.7738017725200393,-0.07784871979880975,1,Algeria
1.4,0.5613109382318194,-0.28622955474033157,-1.3234369406269813,-1.0127531152835687,-0.3688269511703909,0.48820019654043073,-0.8870880483551673,-0.6175427174460186,-0.377175471296267,-0.4536602227022034,0.6475943031558729,-1.2084695423431095,0.7027757638504266,0.541235949163377,0.9057772582817362,0.7892653488852044,-0.13103689825473164,1,Algeria
1.5333333333333334,0.5613109382318194,-0.2882073006291927,-1.3232771317377288,-1.013225626499485,-0.3688269511703909,0.516525681064361,-0.8938177726326321,-0.6011930948063022,-0.36926306659360014,-0.45140734613937733,0.6655923711489875,-1.227754456859781,0.7027757638504266,0.54572728132686,0.9151484312385928,0.800001473964692,-0.07603868138578246,1,Algeria
1.6666666666666667,0.5391998175163306,-0.2897803033282725,-1.323099566305226,-1.0136507386634703,-0.36727267730637553,0.5440418660304658,-0.8840623659343624,-0.5836769463186041,-0.3602527606733752,-0.4483690635691989,0.6847903103416435,-1.2449918097659114,0.7027757638504266,0.5220993804650582,0.9240474081453043,0.8108316901035559,-0.0847569987152221,1,Algeria
-1.6666666666666667,1.4811180852054378,-0.018493193307820944,-0.41768265178765274,-1.0219194238866733,-0.350050623969154,-1.4676745098369943,0.1427547153068755,0.15003184566211067,-0.3183164526983817,-0.26155064118631494,1.0495511550021055,1.2486711586194732,-0.3779911720504751,-1.8782169592667568,-2.205775833698279,-2.117885002137648,-0.4027362802812087,3,Antigua and Barbuda
-1.5333333333333334,1.4605699423080345,-0.15772562236666757,-0.4240263748492698,-1.0219194238866733,-0.350050623969154,-1.4864401433340981,0.14661404008538925,0.20253386881524077,-0.30823743405948806,-0.22553573436361737,1.0183545038140398,1.6276926176141813,-0.3779911720504751,-1.8493491884289526,-2.1952782301358957,-2.08814562542224,-0.39946893226817604,3,Antigua and Barbuda
-1.4,1.3924690396286612,-0.1393110249155102,-0.4303700979108869,-1.0219194238866733,-0.350050623969154,-1.5051046143864744,0.16005369333534414,0.29873809252429206,-0.2747084680713628,-0.19137864124871404,1.0315530870089908,1.2304211529603033,-0.3779911720504751,-1.8253037039937592,-2.184820756167224,-2.0601705192387514,-0.39848975347416016,3,Antigua and Barbuda
-1.2666666666666666,1.3432251253062484,-0.15335984641135048,-0.43671382097250405,-1.0219194238866733,-0.350050623969154,-1.5236173417717578,0.17327568379215572,0.3543170615735851,-0.2187469404853732,-0.12375515665435176,1.0843474197887946,1.9635372339518293,-0.3779911720504751,-1.8044383607864989,-2.1747099338308864,-2.0169435409913214,-0.3870399615920299,3,Antigua and Barbuda
-1.1333333333333333,1.2864270382248784,0.057237731713040634,-0.4430575440341213,-1.0219194238866733,-0.350050623969154,-1.5420794879346766,0.18215333357358185,0.36097845132062367,-0.23394613969696984,-0.10902308031359322,1.0255537310112857,1.5252032565648197,-0.3779911720504751,-1.7880058732164188,-2.1651755036393103,-2.0007041217145933,-0.3852966469581019,3,Antigua and Barbuda
-1.0,1.2713932967741854,-0.03221328794933825,-0.44940126709573835,-1.0219194238866733,-0.350050623969154,-1.5604404716528675,0.1980998881258967,0.16637718245910696,-0.2473601323827539,-0.09322277509379907,1.0039560494195479,0.9409805144267634,-0.3779911720504751,-1.760839303405253,-2.156602195161262,-1.9850052172103587,-0.38724276859317974,3,Antigua and Barbuda
-0.8666666666666667,1.2546941487227001,0.378548016430449,-0.45584110717344056,-1.0219194238866733,-0.350050623969154,-1.5800154047077986,0.20411327841594964,0.11391681706143296,-0.21425608690031442,-0.043398751544358155,1.051950897401188,1.42449438387245,-0.3779911720504751,-1.7818493360568175,-2.148980546270987,-1.9550929129742207,-0.38988112253821716,3,Antigua and Barbuda
-0.7333333333333333,1.2384113523214133,0.1342714254652006,-0.46228094725114277,-1.0219194238866733,-0.350050623969154,-1.6124885494655907,0.22836744518055066,0.2128464503873001,-0.13671870907525513,0.038990100184019535,1.0615498669975156,1.4843633048763114,-0.3779911720504751,-1.777235380719485,-2.1422127978190812,-1.913505773012011,-0.3798937966670128,3,Antigua and Barbuda
-0.6,1.2065395394204244,0.7916471172678202,-0.46872078732884503,-1.0219194238866733,-0.350050623969154,-1.6445570444444695,0.25476836039664724,0.36423229673575214,-0.10408480858371644,0.08827119599394864,1.0567503821993518,1.4718998863773665,-0.3779911720504751,-1.750608418108751,-2.1359840588544046,-1.887687644702194,-0.39588091890612137,3,Antigua and Barbuda
-0.4666666666666667,1.2114577737164152,0.1719928114157175,-0.47516062740654724,-1.0219194238866733,-0.350050623969154,-1.676271470866799,0.256610045139729,0.28982089502596725,-0.13716247200024778,0.0885918638111753,1.024353859811745,2.0980753854270504,-0.3779911720504751,-1.7253004241534131,-2.1296956473214954,-1.881448022749824,-0.40349260463280023,3,Antigua and Barbuda
-0.3333333333333333,1.183527751586536,0.9180538381556258,-0.48160046748424934,-1.0219194238866733,-0.350050623969154,-1.7075812475102154,0.36431537251622803,0.42861314746421025,-0.12770985963037287,0.11888191094483538,1.0723487077933844,2.185653156486603,-0.3779911720504751,-1.6969860876680551,-2.1230176701642165,-1.8632095959984345,-0.39093742486337213,3,Antigua and Barbuda
-0.2,1.107438433819202,1.4629937092316982,-0.4880403075619514,-1.0219194238866733,-0.350050623969154,-1.7385369555970829,0.11502143673446544,0.3608714944201226,-0.07813240781118133,0.20759182992561176,1.0495511550021055,2.0735936705184077,-0.3779911720504751,-1.642987384527828,-2.11562139386013,-1.8232103453553394,-0.40067315410648496,3,Antigua and Barbuda
-0.06666666666666667,1.0952755747737337,1.1594984678523832,-0.4944801476396539,-1.0219194238866733,-0.350050623969154,-1.7690880139050371,0.14108406486345829,0.5877453843855194,-0.051335030717821424,0.27753936484115843,1.0459515414034828,1.3463754572094182,-0.3779911720504751,-1.6027847795759087,-2.107984440114893,-1.791433448580907,-0.397184917135375,3,Antigua and Barbuda
0.06666666666666667,1.398434221693435,0.3373847428536236,-0.500919987717356,-1.0219194238866733,-0.350050623969154,-1.7992850036564416,0.19850980207843882,0.49197752284815116,-0.02594420631060138,0.3296093576035519,1.007555663018171,2.0974077022931783,-0.3779911720504751,-1.602849514358076,-2.1001765124058864,-1.7664959010240802,-0.3949849066601803,3,Antigua and Barbuda
0.2,1.3420457636162348,0.045978728856822235,-0.5073598277950584,-1.0219194238866733,-0.350050623969154,-1.8289761811842051,0.2176524023911474,0.39005077728480136,1.774625505915775,1.7109844693897767,1.0615498669975156,0.999068947073633,-0.3779911720504751,-1.6603590275270663,-2.0925817744391715,-1.4422119327092502,-0.39867331281749785,3,Antigua and Barbuda
0.3333333333333333,1.3034913736386988,0.15333502559918666,-0.5137996678727607,-1.0219194238866733,-0.350050623969154,-1.8583132901554191,0.2977886171261857,0.6368782566192134,-0.035414858062655284,0.38732782315190106,1.0951462605846636,1.8993283725777992,-0.3779911720504751,-1.6972140088796668,-2.0854453887138176,-1.733659986263511,-0.36750352468970904,3,Antigua and Barbuda
0.4666666666666667,1.2777653994901599,-0.0026192643492071854,-0.5201433909343778,-1.0182301387565866,-0.350050623969154,-1.8853742441202457,0.24819289580678722,0.271655144673707,-0.009799343814033062,0.4094796610302165,1.0435517990044008,1.6947947725683234,-0.3779911720504751,-1.7061424245154015,-2.0787761958976394,-1.7202582740227583,-0.3760376498261561,3,Antigua and Barbuda
0.6,1.1592573551029393,0.29049438870176597,-0.5264871139959947,-1.014706824024067,-0.350050623969154,-1.8943271204787027,0.3172731100626645,0.3060850488384824,0.37956974454868087,0.6986807261165195,1.0651494805961388,1.280163546433772,-0.3779911720504751,-1.6911692607238686,-2.0725350890951613,-1.63213164630661,-0.4031041867540476,3,Antigua and Barbuda
0.7333333333333333,1.1007847372779886,0.3244506358837931,-0.532830837057612,-1.014967634850705,-0.350050623969154,-1.903229415614795,0.27139191084996567,0.14952198220161303,-0.10987797696492776,0.358062750796304,1.0675492229952206,1.3254547190147605,-0.3779911720504751,-1.6938896488029918,-2.0666591944001715,-1.7246833396971828,-0.40412649892159186,3,Antigua and Barbuda
0.8666666666666667,1.1045463122676606,-0.12012792070397761,-0.5391745601192292,-1.0150719587573915,-0.350050623969154,-1.9120811295285236,0.08124188221870854,0.18507791944877572,-0.10128256068062168,0.35506748708919955,1.0711488365938437,1.446861768857164,-0.3779911720504751,-1.6770738369682814,-2.061120604006051,-1.7202582740227583,-0.4021641142354075,3,Antigua and Barbuda
1.0,1.137066374444019,0.1599449097056306,-0.5455182831808462,-0.9990534429328899,-0.350050623969154,-1.920932843442252,0.14700818562632267,0.39685995155780335,-0.09246401621072269,0.3799233946753548,1.0927465181855816,0.44055200558965146,-0.3779911720504751,-1.660129472389282,-2.055867226547081,-1.7072268225892708,-0.4043310233142827,3,Antigua and Barbuda
1.1333333333333333,1.1287675365986163,0.05854457975512835,-0.5522464743068036,-0.993543225168374,-0.350050623969154,-1.9287223516863325,0.09520049533861648,0.3430267328068062,-0.08325281652903256,0.4052109536850258,1.0915466469860404,1.5326590515597243,-0.3779911720504751,-1.6359776495922826,-2.0509776810230753,-1.6945457217698794,-0.4070121990847769,3,Antigua and Barbuda
1.2666666666666666,0.9538894305797847,0.26286726629687174,-0.5580134952719101,-0.9933630299076917,-0.350050623969154,-1.9354496542607664,-0.06313303593085105,0.11744157623095143,-0.09193581420044715,0.43070641483671734,1.0747484501924665,1.7013603233847323,-0.3779911720504751,-1.6220035179602925,-2.0463603537685393,-1.6821966253713403,-0.386391110431115,3,Antigua and Barbuda
